Date,Year,QuarterOfYear,Quarter & Year,MonthOfYear,DayOfMonth,Month Name,MonthShortName,Month Initial,Month & Year,DayOfWeek,DayOfWeekName,Weekday Initial,Day Type,Week & Year,IsWorkingDay,MonthYear,Quarter,WeekYearNr
2014-08-25 00:00:00.000,2014,3,"Q3 2014",8,25,"August","Aug","A​​​​​​​​","Aug 2014",0,"Monday","M","Weekday","2014-35",True,"201408","Q3",201435
2014-08-26 00:00:00.000,2014,3,"Q3 2014",8,26,"August","Aug","A​​​​​​​​","Aug 2014",1,"Tuesday","T​","Weekday","2014-35",True,"201408","Q3",201435
2014-08-27 00:00:00.000,2014,3,"Q3 2014",8,27,"August","Aug","A​​​​​​​​","Aug 2014",2,"Wednesday","W​​","Weekday","2014-35",True,"201408","Q3",201435
2014-08-28 00:00:00.000,2014,3,"Q3 2014",8,28,"August","Aug","A​​​​​​​​","Aug 2014",3,"Thursday","T​​​","Weekday","2014-35",True,"201408","Q3",201435
2014-08-29 00:00:00.000,2014,3,"Q3 2014",8,29,"August","Aug","A​​​​​​​​","Aug 2014",4,"Friday","F​​​​","Weekday","2014-35",True,"201408","Q3",201435
2014-09-01 00:00:00.000,2014,3,"Q3 2014",9,1,"September","Sep","S​​​​​​​​​","Sep 2014",0,"Monday","M","Weekday","2014-36",True,"201409","Q3",201436
2014-09-02 00:00:00.000,2014,3,"Q3 2014",9,2,"September","Sep","S​​​​​​​​​","Sep 2014",1,"Tuesday","T​","Weekday","2014-36",True,"201409","Q3",201436
2014-09-03 00:00:00.000,2014,3,"Q3 2014",9,3,"September","Sep","S​​​​​​​​​","Sep 2014",2,"Wednesday","W​​","Weekday","2014-36",True,"201409","Q3",201436
2014-09-04 00:00:00.000,2014,3,"Q3 2014",9,4,"September","Sep","S​​​​​​​​​","Sep 2014",3,"Thursday","T​​​","Weekday","2014-36",True,"201409","Q3",201436
2014-09-05 00:00:00.000,2014,3,"Q3 2014",9,5,"September","Sep","S​​​​​​​​​","Sep 2014",4,"Friday","F​​​​","Weekday","2014-36",True,"201409","Q3",201436
2014-09-08 00:00:00.000,2014,3,"Q3 2014",9,8,"September","Sep","S​​​​​​​​​","Sep 2014",0,"Monday","M","Weekday","2014-37",True,"201409","Q3",201437
2014-09-09 00:00:00.000,2014,3,"Q3 2014",9,9,"September","Sep","S​​​​​​​​​","Sep 2014",1,"Tuesday","T​","Weekday","2014-37",True,"201409","Q3",201437
2014-09-10 00:00:00.000,2014,3,"Q3 2014",9,10,"September","Sep","S​​​​​​​​​","Sep 2014",2,"Wednesday","W​​","Weekday","2014-37",True,"201409","Q3",201437
2014-09-11 00:00:00.000,2014,3,"Q3 2014",9,11,"September","Sep","S​​​​​​​​​","Sep 2014",3,"Thursday","T​​​","Weekday","2014-37",True,"201409","Q3",201437
2014-09-12 00:00:00.000,2014,3,"Q3 2014",9,12,"September","Sep","S​​​​​​​​​","Sep 2014",4,"Friday","F​​​​","Weekday","2014-37",True,"201409","Q3",201437
2014-09-15 00:00:00.000,2014,3,"Q3 2014",9,15,"September","Sep","S​​​​​​​​​","Sep 2014",0,"Monday","M","Weekday","2014-38",True,"201409","Q3",201438
2014-09-16 00:00:00.000,2014,3,"Q3 2014",9,16,"September","Sep","S​​​​​​​​​","Sep 2014",1,"Tuesday","T​","Weekday","2014-38",True,"201409","Q3",201438
2014-09-17 00:00:00.000,2014,3,"Q3 2014",9,17,"September","Sep","S​​​​​​​​​","Sep 2014",2,"Wednesday","W​​","Weekday","2014-38",True,"201409","Q3",201438
2014-09-18 00:00:00.000,2014,3,"Q3 2014",9,18,"September","Sep","S​​​​​​​​​","Sep 2014",3,"Thursday","T​​​","Weekday","2014-38",True,"201409","Q3",201438
2014-09-19 00:00:00.000,2014,3,"Q3 2014",9,19,"September","Sep","S​​​​​​​​​","Sep 2014",4,"Friday","F​​​​","Weekday","2014-38",True,"201409","Q3",201438
2014-09-22 00:00:00.000,2014,3,"Q3 2014",9,22,"September","Sep","S​​​​​​​​​","Sep 2014",0,"Monday","M","Weekday","2014-39",True,"201409","Q3",201439
2014-09-23 00:00:00.000,2014,3,"Q3 2014",9,23,"September","Sep","S​​​​​​​​​","Sep 2014",1,"Tuesday","T​","Weekday","2014-39",True,"201409","Q3",201439
2014-09-24 00:00:00.000,2014,3,"Q3 2014",9,24,"September","Sep","S​​​​​​​​​","Sep 2014",2,"Wednesday","W​​","Weekday","2014-39",True,"201409","Q3",201439
2014-09-25 00:00:00.000,2014,3,"Q3 2014",9,25,"September","Sep","S​​​​​​​​​","Sep 2014",3,"Thursday","T​​​","Weekday","2014-39",True,"201409","Q3",201439
2014-09-26 00:00:00.000,2014,3,"Q3 2014",9,26,"September","Sep","S​​​​​​​​​","Sep 2014",4,"Friday","F​​​​","Weekday","2014-39",True,"201409","Q3",201439
2014-09-29 00:00:00.000,2014,3,"Q3 2014",9,29,"September","Sep","S​​​​​​​​​","Sep 2014",0,"Monday","M","Weekday","2014-40",True,"201409","Q3",201440
2014-09-30 00:00:00.000,2014,3,"Q3 2014",9,30,"September","Sep","S​​​​​​​​​","Sep 2014",1,"Tuesday","T​","Weekday","2014-40",True,"201409","Q3",201440
2014-04-01 00:00:00.000,2014,2,"Q2 2014",4,1,"April","Apr","A​​​​","Apr 2014",1,"Tuesday","T​","Weekday","2014-14",True,"201404","Q2",201414
2014-04-02 00:00:00.000,2014,2,"Q2 2014",4,2,"April","Apr","A​​​​","Apr 2014",2,"Wednesday","W​​","Weekday","2014-14",True,"201404","Q2",201414
2014-04-03 00:00:00.000,2014,2,"Q2 2014",4,3,"April","Apr","A​​​​","Apr 2014",3,"Thursday","T​​​","Weekday","2014-14",True,"201404","Q2",201414
2014-04-04 00:00:00.000,2014,2,"Q2 2014",4,4,"April","Apr","A​​​​","Apr 2014",4,"Friday","F​​​​","Weekday","2014-14",True,"201404","Q2",201414
2014-04-07 00:00:00.000,2014,2,"Q2 2014",4,7,"April","Apr","A​​​​","Apr 2014",0,"Monday","M","Weekday","2014-15",True,"201404","Q2",201415
2014-04-08 00:00:00.000,2014,2,"Q2 2014",4,8,"April","Apr","A​​​​","Apr 2014",1,"Tuesday","T​","Weekday","2014-15",True,"201404","Q2",201415
2014-04-09 00:00:00.000,2014,2,"Q2 2014",4,9,"April","Apr","A​​​​","Apr 2014",2,"Wednesday","W​​","Weekday","2014-15",True,"201404","Q2",201415
2014-04-10 00:00:00.000,2014,2,"Q2 2014",4,10,"April","Apr","A​​​​","Apr 2014",3,"Thursday","T​​​","Weekday","2014-15",True,"201404","Q2",201415
2014-04-11 00:00:00.000,2014,2,"Q2 2014",4,11,"April","Apr","A​​​​","Apr 2014",4,"Friday","F​​​​","Weekday","2014-15",True,"201404","Q2",201415
2014-04-14 00:00:00.000,2014,2,"Q2 2014",4,14,"April","Apr","A​​​​","Apr 2014",0,"Monday","M","Weekday","2014-16",True,"201404","Q2",201416
2014-04-15 00:00:00.000,2014,2,"Q2 2014",4,15,"April","Apr","A​​​​","Apr 2014",1,"Tuesday","T​","Weekday","2014-16",True,"201404","Q2",201416
2014-04-16 00:00:00.000,2014,2,"Q2 2014",4,16,"April","Apr","A​​​​","Apr 2014",2,"Wednesday","W​​","Weekday","2014-16",True,"201404","Q2",201416
2014-04-17 00:00:00.000,2014,2,"Q2 2014",4,17,"April","Apr","A​​​​","Apr 2014",3,"Thursday","T​​​","Weekday","2014-16",True,"201404","Q2",201416
2014-04-18 00:00:00.000,2014,2,"Q2 2014",4,18,"April","Apr","A​​​​","Apr 2014",4,"Friday","F​​​​","Weekday","2014-16",True,"201404","Q2",201416
2014-04-21 00:00:00.000,2014,2,"Q2 2014",4,21,"April","Apr","A​​​​","Apr 2014",0,"Monday","M","Weekday","2014-17",True,"201404","Q2",201417
2014-04-22 00:00:00.000,2014,2,"Q2 2014",4,22,"April","Apr","A​​​​","Apr 2014",1,"Tuesday","T​","Weekday","2014-17",True,"201404","Q2",201417
2014-04-23 00:00:00.000,2014,2,"Q2 2014",4,23,"April","Apr","A​​​​","Apr 2014",2,"Wednesday","W​​","Weekday","2014-17",True,"201404","Q2",201417
2014-04-24 00:00:00.000,2014,2,"Q2 2014",4,24,"April","Apr","A​​​​","Apr 2014",3,"Thursday","T​​​","Weekday","2014-17",True,"201404","Q2",201417
2014-04-25 00:00:00.000,2014,2,"Q2 2014",4,25,"April","Apr","A​​​​","Apr 2014",4,"Friday","F​​​​","Weekday","2014-17",True,"201404","Q2",201417
2014-04-28 00:00:00.000,2014,2,"Q2 2014",4,28,"April","Apr","A​​​​","Apr 2014",0,"Monday","M","Weekday","2014-18",True,"201404","Q2",201418
2014-04-29 00:00:00.000,2014,2,"Q2 2014",4,29,"April","Apr","A​​​​","Apr 2014",1,"Tuesday","T​","Weekday","2014-18",True,"201404","Q2",201418
2014-04-30 00:00:00.000,2014,2,"Q2 2014",4,30,"April","Apr","A​​​​","Apr 2014",2,"Wednesday","W​​","Weekday","2014-18",True,"201404","Q2",201418
2014-05-01 00:00:00.000,2014,2,"Q2 2014",5,1,"May","May","M​​​​​","May 2014",3,"Thursday","T​​​","Weekday","2014-18",True,"201405","Q2",201418
2014-05-02 00:00:00.000,2014,2,"Q2 2014",5,2,"May","May","M​​​​​","May 2014",4,"Friday","F​​​​","Weekday","2014-18",True,"201405","Q2",201418
2014-05-05 00:00:00.000,2014,2,"Q2 2014",5,5,"May","May","M​​​​​","May 2014",0,"Monday","M","Weekday","2014-19",True,"201405","Q2",201419
2014-05-06 00:00:00.000,2014,2,"Q2 2014",5,6,"May","May","M​​​​​","May 2014",1,"Tuesday","T​","Weekday","2014-19",True,"201405","Q2",201419
2014-05-07 00:00:00.000,2014,2,"Q2 2014",5,7,"May","May","M​​​​​","May 2014",2,"Wednesday","W​​","Weekday","2014-19",True,"201405","Q2",201419
2014-05-08 00:00:00.000,2014,2,"Q2 2014",5,8,"May","May","M​​​​​","May 2014",3,"Thursday","T​​​","Weekday","2014-19",True,"201405","Q2",201419
2014-05-09 00:00:00.000,2014,2,"Q2 2014",5,9,"May","May","M​​​​​","May 2014",4,"Friday","F​​​​","Weekday","2014-19",True,"201405","Q2",201419
2014-05-12 00:00:00.000,2014,2,"Q2 2014",5,12,"May","May","M​​​​​","May 2014",0,"Monday","M","Weekday","2014-20",True,"201405","Q2",201420
2014-05-13 00:00:00.000,2014,2,"Q2 2014",5,13,"May","May","M​​​​​","May 2014",1,"Tuesday","T​","Weekday","2014-20",True,"201405","Q2",201420
2014-05-14 00:00:00.000,2014,2,"Q2 2014",5,14,"May","May","M​​​​​","May 2014",2,"Wednesday","W​​","Weekday","2014-20",True,"201405","Q2",201420
2014-05-15 00:00:00.000,2014,2,"Q2 2014",5,15,"May","May","M​​​​​","May 2014",3,"Thursday","T​​​","Weekday","2014-20",True,"201405","Q2",201420
2014-05-16 00:00:00.000,2014,2,"Q2 2014",5,16,"May","May","M​​​​​","May 2014",4,"Friday","F​​​​","Weekday","2014-20",True,"201405","Q2",201420
2014-05-19 00:00:00.000,2014,2,"Q2 2014",5,19,"May","May","M​​​​​","May 2014",0,"Monday","M","Weekday","2014-21",True,"201405","Q2",201421
2014-05-20 00:00:00.000,2014,2,"Q2 2014",5,20,"May","May","M​​​​​","May 2014",1,"Tuesday","T​","Weekday","2014-21",True,"201405","Q2",201421
2014-05-21 00:00:00.000,2014,2,"Q2 2014",5,21,"May","May","M​​​​​","May 2014",2,"Wednesday","W​​","Weekday","2014-21",True,"201405","Q2",201421
2014-05-22 00:00:00.000,2014,2,"Q2 2014",5,22,"May","May","M​​​​​","May 2014",3,"Thursday","T​​​","Weekday","2014-21",True,"201405","Q2",201421
2014-05-23 00:00:00.000,2014,2,"Q2 2014",5,23,"May","May","M​​​​​","May 2014",4,"Friday","F​​​​","Weekday","2014-21",True,"201405","Q2",201421
2014-05-26 00:00:00.000,2014,2,"Q2 2014",5,26,"May","May","M​​​​​","May 2014",0,"Monday","M","Weekday","2014-22",True,"201405","Q2",201422
2014-05-27 00:00:00.000,2014,2,"Q2 2014",5,27,"May","May","M​​​​​","May 2014",1,"Tuesday","T​","Weekday","2014-22",True,"201405","Q2",201422
2014-05-28 00:00:00.000,2014,2,"Q2 2014",5,28,"May","May","M​​​​​","May 2014",2,"Wednesday","W​​","Weekday","2014-22",True,"201405","Q2",201422
2014-05-29 00:00:00.000,2014,2,"Q2 2014",5,29,"May","May","M​​​​​","May 2014",3,"Thursday","T​​​","Weekday","2014-22",True,"201405","Q2",201422
2014-05-30 00:00:00.000,2014,2,"Q2 2014",5,30,"May","May","M​​​​​","May 2014",4,"Friday","F​​​​","Weekday","2014-22",True,"201405","Q2",201422
2014-06-02 00:00:00.000,2014,2,"Q2 2014",6,2,"June","Jun","J​​​​​​","Jun 2014",0,"Monday","M","Weekday","2014-23",True,"201406","Q2",201423
2014-06-03 00:00:00.000,2014,2,"Q2 2014",6,3,"June","Jun","J​​​​​​","Jun 2014",1,"Tuesday","T​","Weekday","2014-23",True,"201406","Q2",201423
2014-06-04 00:00:00.000,2014,2,"Q2 2014",6,4,"June","Jun","J​​​​​​","Jun 2014",2,"Wednesday","W​​","Weekday","2014-23",True,"201406","Q2",201423
2014-06-05 00:00:00.000,2014,2,"Q2 2014",6,5,"June","Jun","J​​​​​​","Jun 2014",3,"Thursday","T​​​","Weekday","2014-23",True,"201406","Q2",201423
2014-06-06 00:00:00.000,2014,2,"Q2 2014",6,6,"June","Jun","J​​​​​​","Jun 2014",4,"Friday","F​​​​","Weekday","2014-23",True,"201406","Q2",201423
2014-06-09 00:00:00.000,2014,2,"Q2 2014",6,9,"June","Jun","J​​​​​​","Jun 2014",0,"Monday","M","Weekday","2014-24",True,"201406","Q2",201424
2014-06-10 00:00:00.000,2014,2,"Q2 2014",6,10,"June","Jun","J​​​​​​","Jun 2014",1,"Tuesday","T​","Weekday","2014-24",True,"201406","Q2",201424
2014-06-11 00:00:00.000,2014,2,"Q2 2014",6,11,"June","Jun","J​​​​​​","Jun 2014",2,"Wednesday","W​​","Weekday","2014-24",True,"201406","Q2",201424
2014-06-12 00:00:00.000,2014,2,"Q2 2014",6,12,"June","Jun","J​​​​​​","Jun 2014",3,"Thursday","T​​​","Weekday","2014-24",True,"201406","Q2",201424
2014-06-13 00:00:00.000,2014,2,"Q2 2014",6,13,"June","Jun","J​​​​​​","Jun 2014",4,"Friday","F​​​​","Weekday","2014-24",True,"201406","Q2",201424
2014-06-16 00:00:00.000,2014,2,"Q2 2014",6,16,"June","Jun","J​​​​​​","Jun 2014",0,"Monday","M","Weekday","2014-25",True,"201406","Q2",201425
2014-06-17 00:00:00.000,2014,2,"Q2 2014",6,17,"June","Jun","J​​​​​​","Jun 2014",1,"Tuesday","T​","Weekday","2014-25",True,"201406","Q2",201425
2014-06-18 00:00:00.000,2014,2,"Q2 2014",6,18,"June","Jun","J​​​​​​","Jun 2014",2,"Wednesday","W​​","Weekday","2014-25",True,"201406","Q2",201425
2014-06-19 00:00:00.000,2014,2,"Q2 2014",6,19,"June","Jun","J​​​​​​","Jun 2014",3,"Thursday","T​​​","Weekday","2014-25",True,"201406","Q2",201425
2014-06-20 00:00:00.000,2014,2,"Q2 2014",6,20,"June","Jun","J​​​​​​","Jun 2014",4,"Friday","F​​​​","Weekday","2014-25",True,"201406","Q2",201425
2014-06-23 00:00:00.000,2014,2,"Q2 2014",6,23,"June","Jun","J​​​​​​","Jun 2014",0,"Monday","M","Weekday","2014-26",True,"201406","Q2",201426
2014-06-24 00:00:00.000,2014,2,"Q2 2014",6,24,"June","Jun","J​​​​​​","Jun 2014",1,"Tuesday","T​","Weekday","2014-26",True,"201406","Q2",201426
2014-06-25 00:00:00.000,2014,2,"Q2 2014",6,25,"June","Jun","J​​​​​​","Jun 2014",2,"Wednesday","W​​","Weekday","2014-26",True,"201406","Q2",201426
2014-06-26 00:00:00.000,2014,2,"Q2 2014",6,26,"June","Jun","J​​​​​​","Jun 2014",3,"Thursday","T​​​","Weekday","2014-26",True,"201406","Q2",201426
2014-06-27 00:00:00.000,2014,2,"Q2 2014",6,27,"June","Jun","J​​​​​​","Jun 2014",4,"Friday","F​​​​","Weekday","2014-26",True,"201406","Q2",201426
2014-06-30 00:00:00.000,2014,2,"Q2 2014",6,30,"June","Jun","J​​​​​​","Jun 2014",0,"Monday","M","Weekday","2014-27",True,"201406","Q2",201427
2014-10-01 00:00:00.000,2014,4,"Q4 2014",10,1,"October","Oct","O​​​​​​​​​​","Oct 2014",2,"Wednesday","W​​","Weekday","2014-40",True,"201410","Q4",201440
2014-10-02 00:00:00.000,2014,4,"Q4 2014",10,2,"October","Oct","O​​​​​​​​​​","Oct 2014",3,"Thursday","T​​​","Weekday","2014-40",True,"201410","Q4",201440
2014-10-03 00:00:00.000,2014,4,"Q4 2014",10,3,"October","Oct","O​​​​​​​​​​","Oct 2014",4,"Friday","F​​​​","Weekday","2014-40",True,"201410","Q4",201440
2014-10-06 00:00:00.000,2014,4,"Q4 2014",10,6,"October","Oct","O​​​​​​​​​​","Oct 2014",0,"Monday","M","Weekday","2014-41",True,"201410","Q4",201441
2014-10-07 00:00:00.000,2014,4,"Q4 2014",10,7,"October","Oct","O​​​​​​​​​​","Oct 2014",1,"Tuesday","T​","Weekday","2014-41",True,"201410","Q4",201441
2014-10-08 00:00:00.000,2014,4,"Q4 2014",10,8,"October","Oct","O​​​​​​​​​​","Oct 2014",2,"Wednesday","W​​","Weekday","2014-41",True,"201410","Q4",201441
2014-10-09 00:00:00.000,2014,4,"Q4 2014",10,9,"October","Oct","O​​​​​​​​​​","Oct 2014",3,"Thursday","T​​​","Weekday","2014-41",True,"201410","Q4",201441
2014-10-10 00:00:00.000,2014,4,"Q4 2014",10,10,"October","Oct","O​​​​​​​​​​","Oct 2014",4,"Friday","F​​​​","Weekday","2014-41",True,"201410","Q4",201441
2014-10-13 00:00:00.000,2014,4,"Q4 2014",10,13,"October","Oct","O​​​​​​​​​​","Oct 2014",0,"Monday","M","Weekday","2014-42",True,"201410","Q4",201442
2014-10-14 00:00:00.000,2014,4,"Q4 2014",10,14,"October","Oct","O​​​​​​​​​​","Oct 2014",1,"Tuesday","T​","Weekday","2014-42",True,"201410","Q4",201442
2014-10-15 00:00:00.000,2014,4,"Q4 2014",10,15,"October","Oct","O​​​​​​​​​​","Oct 2014",2,"Wednesday","W​​","Weekday","2014-42",True,"201410","Q4",201442
2014-10-16 00:00:00.000,2014,4,"Q4 2014",10,16,"October","Oct","O​​​​​​​​​​","Oct 2014",3,"Thursday","T​​​","Weekday","2014-42",True,"201410","Q4",201442
2014-10-17 00:00:00.000,2014,4,"Q4 2014",10,17,"October","Oct","O​​​​​​​​​​","Oct 2014",4,"Friday","F​​​​","Weekday","2014-42",True,"201410","Q4",201442
2014-10-20 00:00:00.000,2014,4,"Q4 2014",10,20,"October","Oct","O​​​​​​​​​​","Oct 2014",0,"Monday","M","Weekday","2014-43",True,"201410","Q4",201443
2014-10-21 00:00:00.000,2014,4,"Q4 2014",10,21,"October","Oct","O​​​​​​​​​​","Oct 2014",1,"Tuesday","T​","Weekday","2014-43",True,"201410","Q4",201443
2014-10-22 00:00:00.000,2014,4,"Q4 2014",10,22,"October","Oct","O​​​​​​​​​​","Oct 2014",2,"Wednesday","W​​","Weekday","2014-43",True,"201410","Q4",201443
2014-10-23 00:00:00.000,2014,4,"Q4 2014",10,23,"October","Oct","O​​​​​​​​​​","Oct 2014",3,"Thursday","T​​​","Weekday","2014-43",True,"201410","Q4",201443
2014-10-24 00:00:00.000,2014,4,"Q4 2014",10,24,"October","Oct","O​​​​​​​​​​","Oct 2014",4,"Friday","F​​​​","Weekday","2014-43",True,"201410","Q4",201443
2014-10-27 00:00:00.000,2014,4,"Q4 2014",10,27,"October","Oct","O​​​​​​​​​​","Oct 2014",0,"Monday","M","Weekday","2014-44",True,"201410","Q4",201444
2014-10-28 00:00:00.000,2014,4,"Q4 2014",10,28,"October","Oct","O​​​​​​​​​​","Oct 2014",1,"Tuesday","T​","Weekday","2014-44",True,"201410","Q4",201444
2014-10-29 00:00:00.000,2014,4,"Q4 2014",10,29,"October","Oct","O​​​​​​​​​​","Oct 2014",2,"Wednesday","W​​","Weekday","2014-44",True,"201410","Q4",201444
2014-10-30 00:00:00.000,2014,4,"Q4 2014",10,30,"October","Oct","O​​​​​​​​​​","Oct 2014",3,"Thursday","T​​​","Weekday","2014-44",True,"201410","Q4",201444
