Order ID,Order Date,Ship Date,Ship Mode Key,Customer Key,Segment Key,Sales Team Key,Location Key,Product Key,Quantity,Sales,Discount,Cost,Profit,Customer Value
"CA-2017-122770",2017-12-13 00:00:00.000,2017-12-18 00:00:00.000,4,"EP-13915",1,10,528,873,3,8.64,0,4.41,4.2336,"Low Value"
"CA-2017-100230",2017-12-11 00:00:00.000,2017-12-15 00:00:00.000,4,"AA-10375",1,10,398,878,3,17.94,0,9.87,8.073,"Low Value"
"CA-2017-117324",2017-12-08 00:00:00.000,2017-12-13 00:00:00.000,4,"JP-15520",1,10,334,1799,3,178.10999999999999,0,146.05,32.059799999999996,"Low Value"
"CA-2017-118003",2017-12-04 00:00:00.000,2017-12-10 00:00:00.000,4,"DO-13645",1,10,442,271,3,302.94,0,284.76,18.176399999999973,"Low Value"
"CA-2017-118003",2017-12-04 00:00:00.000,2017-12-10 00:00:00.000,4,"DO-13645",1,10,442,320,3,182.22,0,136.66,45.555000000000007,"Low Value"
"CA-2017-107125",2017-11-27 00:00:00.000,2017-12-02 00:00:00.000,4,"BD-11320",1,10,322,40,3,18.84,0,12.81,6.0287999999999995,"Low Value"
"CA-2017-122945",2017-11-16 00:00:00.000,2017-11-22 00:00:00.000,4,"MB-18085",1,10,503,245,3,17.31,0,12.12,5.193,"Low Value"
"CA-2017-157448",2017-11-16 00:00:00.000,2017-11-20 00:00:00.000,4,"LC-16885",1,10,326,176,3,119.94,0,95.95,23.987999999999996,"Low Value"
"CA-2017-157448",2017-11-16 00:00:00.000,2017-11-20 00:00:00.000,4,"LC-16885",1,10,326,11,3,12.419999999999998,0,7.95,4.4712,"Low Value"
"CA-2017-122490",2017-11-13 00:00:00.000,2017-11-18 00:00:00.000,4,"TT-21070",1,10,544,1235,3,344.90999999999997,0,334.56,10.347300000000004,"Low Value"
"CA-2017-122490",2017-11-13 00:00:00.000,2017-11-18 00:00:00.000,4,"TT-21070",1,10,544,1305,3,8.64,0,4.41,4.2336,"Low Value"
"CA-2017-164364",2017-11-12 00:00:00.000,2017-11-16 00:00:00.000,4,"CS-12355",1,10,546,1320,3,27.93,0,19.83,8.0996999999999986,"Low Value"
"CA-2017-164364",2017-11-12 00:00:00.000,2017-11-16 00:00:00.000,4,"CS-12355",1,10,546,912,3,9.2099999999999991,0,6.91,2.3025,"Low Value"
"CA-2017-110842",2017-11-11 00:00:00.000,2017-11-16 00:00:00.000,4,"GA-14725",1,10,323,636,3,19.44,0,10.11,9.3312,"Low Value"
"CA-2017-121615",2017-11-03 00:00:00.000,2017-11-09 00:00:00.000,4,"DL-12925",1,10,158,471,3,14.940000000000001,0,8.07,6.8724,"Low Value"
"CA-2017-143329",2017-11-03 00:00:00.000,2017-11-08 00:00:00.000,4,"DL-13330",1,10,297,345,3,41.37,0,23.99,17.3754,"Low Value"
"CA-2017-168179",2017-11-02 00:00:00.000,2017-11-07 00:00:00.000,4,"JB-16000",1,10,520,1431,3,19.44,0,10.11,9.3312,"Low Value"
"CA-2017-160661",2017-10-28 00:00:00.000,2017-11-01 00:00:00.000,4,"SA-20830",1,10,175,1240,3,21.93,0,11.62,10.307099999999998,"Low Value"
"CA-2017-154949",2017-10-15 00:00:00.000,2017-10-19 00:00:00.000,4,"MC-17275",1,10,73,457,3,14.73,0,7.51,7.2177,"Low Value"
"CA-2017-150091",2017-10-12 00:00:00.000,2017-10-16 00:00:00.000,4,"NP-18670",1,10,289,1544,3,45,0,40.05,4.9500000000000011,"Low Value"
"CA-2017-118577",2017-10-06 00:00:00.000,2017-10-11 00:00:00.000,4,"XP-21865",1,10,41,559,3,143.7,0,74.72,68.976,"Low Value"
"CA-2017-126074",2017-10-02 00:00:00.000,2017-10-06 00:00:00.000,4,"RF-19735",1,10,585,1406,3,58.050000000000004,0,31.35,26.703,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,1334,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,461,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,646,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,1371,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,755,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,741,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,569,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,1238,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-128335",2017-09-29 00:00:00.000,2017-10-05 00:00:00.000,4,"JA-15970",1,10,383,953,3,23.34,0,12.37,10.9698,"Low Value"
"CA-2017-101574",2017-09-28 00:00:00.000,2017-10-04 00:00:00.000,4,"BD-11725",1,10,327,340,3,9.24,0,4.8,4.4352,"Low Value"
"CA-2017-162481",2017-09-25 00:00:00.000,2017-09-29 00:00:00.000,4,"CT-11995",1,10,493,324,3,269.96999999999997,0,218.68,51.294299999999964,"Low Value"
"CA-2017-161970",2017-09-22 00:00:00.000,2017-09-27 00:00:00.000,4,"PB-19105",1,10,553,610,3,17.94,0,11.48,6.4584,"Low Value"
"CA-2017-100111",2017-09-20 00:00:00.000,2017-09-26 00:00:00.000,4,"SV-20365",1,10,398,1634,3,59.97,0,39.58,20.389799999999994,"Low Value"
"CA-2017-100111",2017-09-20 00:00:00.000,2017-09-26 00:00:00.000,4,"SV-20365",1,10,398,1613,3,104.85000000000001,0,76.54,28.309500000000007,"Low Value"
"CA-2017-126928",2017-09-17 00:00:00.000,2017-09-23 00:00:00.000,4,"GZ-14470",1,10,380,1115,3,34.05,0,24.52,9.5340000000000025,"Low Value"
"CA-2017-166856",2017-09-18 00:00:00.000,2017-09-22 00:00:00.000,4,"TS-21505",1,10,102,1592,3,101.34,0,93.23,8.1071999999999917,"Low Value"
"CA-2017-134418",2017-09-15 00:00:00.000,2017-09-20 00:00:00.000,4,"GM-14500",1,10,544,1237,3,12.419999999999998,0,7.2,5.2164,"Low Value"
"US-2017-129441",2017-09-07 00:00:00.000,2017-09-11 00:00:00.000,4,"JC-15340",1,10,327,3,3,47.94,0,45.54,2.3969999999999985,"Low Value"
"CA-2017-110380",2017-09-02 00:00:00.000,2017-09-07 00:00:00.000,4,"PF-19225",1,10,528,920,3,6.57,0,4.8,1.7738999999999998,"Low Value"
"CA-2017-132619",2017-08-31 00:00:00.000,2017-09-05 00:00:00.000,4,"MS-17770",1,10,529,1036,3,193.95000000000002,0,184.25,9.6974999999999838,"Low Value"
"CA-2017-115777",2017-08-19 00:00:00.000,2017-08-24 00:00:00.000,4,"DO-13645",1,10,301,708,3,19.44,0,10.11,9.3312,"Low Value"
"CA-2017-152310",2017-08-12 00:00:00.000,2017-08-19 00:00:00.000,4,"DK-12895",1,10,544,1059,3,46.74,0,35.06,11.684999999999999,"Low Value"
"US-2017-130953",2017-07-29 00:00:00.000,2017-08-03 00:00:00.000,4,"RF-19735",1,10,419,375,3,302.67,0,230.03,72.6408,"Low Value"
"US-2017-130953",2017-07-29 00:00:00.000,2017-08-03 00:00:00.000,4,"RF-19735",1,10,419,1835,3,461.97,0,328,133.97129999999996,"Low Value"
"US-2017-113852",2017-07-29 00:00:00.000,2017-08-02 00:00:00.000,4,"GW-14605",1,10,546,1583,3,90.570000000000007,0,78.8,11.774100000000004,"Low Value"
"CA-2017-104731",2017-07-21 00:00:00.000,2017-07-27 00:00:00.000,4,"AM-10705",1,10,517,238,3,302.94,0,233.26,69.67619999999998,"Low Value"
"CA-2017-104731",2017-07-21 00:00:00.000,2017-07-27 00:00:00.000,4,"AM-10705",1,10,517,1435,3,14.940000000000001,0,7.77,7.1712000000000007,"Low Value"
"CA-2017-166142",2017-07-15 00:00:00.000,2017-07-19 00:00:00.000,4,"MM-17260",1,10,621,1400,3,26.549999999999997,0,13.54,13.0095,"Low Value"
"CA-2017-121048",2017-07-14 00:00:00.000,2017-07-18 00:00:00.000,4,"TC-21295",1,10,616,330,3,18.84,0,10.93,7.9128000000000007,"Low Value"
"CA-2017-121048",2017-07-14 00:00:00.000,2017-07-18 00:00:00.000,4,"TC-21295",1,10,616,1678,3,140.97,0,121.23,19.735800000000005,"Low Value"
"CA-2017-121048",2017-07-14 00:00:00.000,2017-07-18 00:00:00.000,4,"TC-21295",1,10,616,163,3,276.69,0,226.89,49.804199999999994,"Low Value"
"CA-2017-134306",2017-07-08 00:00:00.000,2017-07-12 00:00:00.000,4,"TD-20995",1,10,331,1263,3,7.5600000000000005,0,4.46,3.0996000000000006,"Low Value"
"CA-2017-106824",2017-07-07 00:00:00.000,2017-07-11 00:00:00.000,4,"AT-10735",1,10,326,575,3,5.9399999999999995,0,5.82,0.11880000000000024,"Low Value"
"CA-2017-169124",2017-07-03 00:00:00.000,2017-07-10 00:00:00.000,4,"MB-17305",1,10,97,299,3,129.39000000000001,0,75.05,54.343800000000009,"Low Value"
"US-2017-126179",2017-07-03 00:00:00.000,2017-07-07 00:00:00.000,4,"CS-12460",1,10,111,1699,3,287.96999999999997,0,210.22,77.751899999999992,"Low Value"
"CA-2017-147039",2017-06-29 00:00:00.000,2017-07-04 00:00:00.000,4,"AA-10315",1,10,365,1272,3,362.94,0,272.2,90.735000000000014,"Low Value"
"CA-2017-151190",2017-06-27 00:00:00.000,2017-07-01 00:00:00.000,4,"GT-14710",1,10,422,580,3,20.07,0,10.84,9.2321999999999989,"Low Value"
"CA-2017-163531",2017-06-26 00:00:00.000,2017-06-30 00:00:00.000,4,"SC-20725",1,10,400,1767,3,239.96999999999997,0,172.78,67.1916,"Low Value"
"CA-2017-100636",2017-06-26 00:00:00.000,2017-06-30 00:00:00.000,4,"DO-13435",1,10,398,1159,3,272.94,0,272.94,0,"Low Value"
"CA-2017-132955",2017-06-24 00:00:00.000,2017-06-28 00:00:00.000,4,"SC-20575",1,10,127,1183,3,102.93,0,54.55,48.377100000000006,"Low Value"
"CA-2017-101434",2017-06-20 00:00:00.000,2017-06-27 00:00:00.000,4,"TR-21325",1,10,41,1649,3,239.96999999999997,0,167.98,71.990999999999985,"Low Value"
"CA-2017-108441",2017-06-12 00:00:00.000,2017-06-18 00:00:00.000,4,"SB-20170",1,10,398,669,3,64.14,0,47.46,16.6764,"Low Value"
"CA-2017-158106",2017-06-04 00:00:00.000,2017-06-10 00:00:00.000,4,"CT-11995",1,10,15,1342,3,8.64,0,6.13,2.5056,"Low Value"
"CA-2017-121580",2017-05-29 00:00:00.000,2017-06-04 00:00:00.000,4,"ML-17410",1,10,110,70,3,6.24,0,3.62,2.6208000000000005,"Low Value"
"CA-2017-121580",2017-05-29 00:00:00.000,2017-06-04 00:00:00.000,4,"ML-17410",1,10,110,150,3,6.24,0,3.62,2.6208000000000005,"Low Value"
"CA-2017-138975",2017-05-19 00:00:00.000,2017-05-23 00:00:00.000,4,"SC-20380",1,10,24,1860,3,377.96999999999997,0,279.7,98.272200000000012,"Low Value"
"CA-2017-115546",2017-05-14 00:00:00.000,2017-05-18 00:00:00.000,4,"AH-10465",1,10,398,1704,3,539.97,0,404.98,134.9925,"Low Value"
"CA-2017-147844",2017-05-02 00:00:00.000,2017-05-06 00:00:00.000,4,"DD-13570",1,10,326,753,3,59.519999999999996,0,44.04,15.475200000000001,"Low Value"
"CA-2017-120222",2017-04-25 00:00:00.000,2017-05-02 00:00:00.000,4,"LL-16840",1,10,327,1139,3,19.049999999999997,0,10.29,8.763,"Low Value"
"CA-2017-146192",2017-04-22 00:00:00.000,2017-04-26 00:00:00.000,4,"BD-11725",1,10,111,1440,3,675.06000000000006,0,587.3,87.7578,"Low Value"
"CA-2017-128965",2017-04-17 00:00:00.000,2017-04-22 00:00:00.000,4,"PS-18760",1,10,324,539,3,28.14,0,14.63,13.507200000000001,"Low Value"
"US-2017-123281",2017-04-02 00:00:00.000,2017-04-07 00:00:00.000,4,"JF-15190",1,10,324,171,3,25.11,0,18.58,6.5285999999999991,"Low Value"
"CA-2017-145275",2017-04-02 00:00:00.000,2017-04-06 00:00:00.000,4,"AH-10465",1,10,140,1463,3,14.940000000000001,0,8.07,6.8724,"Low Value"
"CA-2017-107713",2017-03-13 00:00:00.000,2017-03-17 00:00:00.000,4,"JB-16000",1,10,107,531,3,174.3,0,92.38,81.920999999999992,"Low Value"
"CA-2017-110884",2017-03-07 00:00:00.000,2017-03-12 00:00:00.000,4,"SH-20395",1,10,398,1425,3,91.59,0,49.46,42.1314,"Low Value"
"CA-2017-166415",2017-02-19 00:00:00.000,2017-02-23 00:00:00.000,4,"ME-17725",1,10,544,625,3,11.22,0,11,0.2244000000000006,"Low Value"
"CA-2017-151176",2017-02-13 00:00:00.000,2017-02-20 00:00:00.000,4,"SV-20785",1,10,34,588,3,25.02,0,18.51,6.5052,"Low Value"
"CA-2017-151176",2017-02-13 00:00:00.000,2017-02-20 00:00:00.000,4,"SV-20785",1,10,34,456,3,10.709999999999999,0,7.93,2.7845999999999997,"Low Value"
"CA-2017-104801",2017-02-13 00:00:00.000,2017-02-19 00:00:00.000,4,"FH-14350",1,10,545,1241,3,6.63,0,4.84,1.7901,"Low Value"
"CA-2017-169474",2017-02-04 00:00:00.000,2017-02-09 00:00:00.000,4,"JF-15355",1,10,494,537,3,32.67,0,24.18,8.4942000000000011,"Low Value"
"CA-2017-139304",2017-01-29 00:00:00.000,2017-02-02 00:00:00.000,4,"VG-21790",1,10,529,751,3,8.34,0,6.17,2.1683999999999997,"Low Value"
"US-2017-104437",2017-01-27 00:00:00.000,2017-01-31 00:00:00.000,4,"TG-21310",1,10,398,1498,3,137.94,0,102.08,35.864399999999996,"Low Value"
"CA-2017-119669",2017-01-24 00:00:00.000,2017-01-30 00:00:00.000,4,"TP-21130",1,10,553,491,3,5.67,0,5.56,0.11340000000000017,"Low Value"
"US-2017-127292",2017-01-19 00:00:00.000,2017-01-23 00:00:00.000,4,"RM-19375",1,10,71,421,3,542.93999999999994,0,390.92,152.02319999999997,"Low Value"
"CA-2017-111738",2017-01-03 00:00:00.000,2017-01-07 00:00:00.000,4,"CM-12385",1,10,530,803,3,9.120000000000001,0,6.02,3.1007999999999996,"Low Value"
"CA-2016-147536",2016-12-26 00:00:00.000,2016-12-31 00:00:00.000,4,"AR-10510",1,10,400,1808,3,89.97,0,71.08,18.893699999999995,"Low Value"
"CA-2016-148684",2016-12-25 00:00:00.000,2016-12-29 00:00:00.000,4,"TS-21655",1,10,183,626,3,106.32,0,56.35,49.970399999999991,"Low Value"
"CA-2016-133795",2016-12-18 00:00:00.000,2016-12-24 00:00:00.000,4,"JE-15475",1,10,527,1483,3,772.47,0,625.7,146.76929999999993,"Low Value"
"CA-2016-168536",2016-12-20 00:00:00.000,2016-12-24 00:00:00.000,4,"SC-20800",1,10,258,1486,3,66.300000000000011,0,57.68,8.6190000000000033,"Low Value"
"CA-2016-102792",2016-12-13 00:00:00.000,2016-12-19 00:00:00.000,4,"JC-15340",1,10,492,993,3,9.84,0,6.59,3.2471999999999994,"Low Value"
"CA-2016-128412",2016-12-10 00:00:00.000,2016-12-17 00:00:00.000,4,"AP-10915",1,10,545,401,3,65.34,0,42.47,22.869,"Low Value"
"CA-2016-128412",2016-12-10 00:00:00.000,2016-12-17 00:00:00.000,4,"AP-10915",1,10,545,776,3,35.099999999999994,0,22.82,12.285,"Low Value"
"CA-2016-136686",2016-12-12 00:00:00.000,2016-12-16 00:00:00.000,4,"RF-19840",1,10,439,1040,3,56.519999999999996,0,40.69,15.8256,"Low Value"
"CA-2016-160108",2016-12-08 00:00:00.000,2016-12-12 00:00:00.000,4,"AG-10900",1,10,161,205,3,680.01,0,503.21,176.8026,"Low Value"
"US-2016-108455",2016-12-02 00:00:00.000,2016-12-08 00:00:00.000,4,"MK-18160",1,10,528,595,3,33.87,0,25.06,8.8061999999999987,"Low Value"
"CA-2016-136434",2016-12-01 00:00:00.000,2016-12-07 00:00:00.000,4,"RD-19480",1,10,489,245,3,17.31,0,12.12,5.193,"Low Value"
"CA-2016-149762",2016-12-03 00:00:00.000,2016-12-07 00:00:00.000,4,"RD-19720",1,10,379,1351,3,48.72,0,41.41,7.308,"Low Value"
"CA-2016-156748",2016-11-30 00:00:00.000,2016-12-06 00:00:00.000,4,"BS-11755",1,10,148,337,3,389.97,0,354.87,35.097300000000004,"Low Value"
"CA-2016-113621",2016-12-01 00:00:00.000,2016-12-05 00:00:00.000,4,"JE-15745",1,10,498,1503,3,179.97,0,134.98,44.992500000000007,"Low Value"
"CA-2016-131576",2016-11-22 00:00:00.000,2016-11-26 00:00:00.000,4,"RD-19585",1,10,149,1102,3,49.44,0,25.21,24.2256,"Low Value"
"CA-2016-121356",2016-11-20 00:00:00.000,2016-11-24 00:00:00.000,4,"SJ-20500",1,10,401,440,3,128.39999999999998,0,65.48,62.916,"Low Value"
"US-2016-144351",2016-11-14 00:00:00.000,2016-11-18 00:00:00.000,4,"RC-19960",1,10,34,1880,3,89.97,0,64.78,25.191600000000005,"Low Value"
"CA-2016-124667",2016-11-11 00:00:00.000,2016-11-16 00:00:00.000,4,"BD-11770",1,10,399,1501,3,59.97,0,44.98,14.992499999999996,"Low Value"
"CA-2016-138233",2016-11-09 00:00:00.000,2016-11-14 00:00:00.000,4,"PF-19165",1,10,415,1776,3,479.97,0,302.38,177.58890000000002,"Low Value"
"CA-2016-109365",2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,4,"XP-21865",1,10,326,850,3,116.28,0,59.3,56.977199999999996,"Low Value"
"CA-2016-109365",2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,4,"XP-21865",1,10,326,796,3,19.44,0,10.11,9.3312,"Low Value"
"CA-2016-109365",2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,4,"XP-21865",1,10,326,576,3,314.54999999999995,0,163.57,150.98399999999998,"Low Value"
"CA-2016-127250",2016-11-03 00:00:00.000,2016-11-07 00:00:00.000,4,"SF-20200",1,10,346,1071,3,8.82,0,6.44,2.3814,"Low Value"
"CA-2016-152632",2016-10-27 00:00:00.000,2016-11-02 00:00:00.000,4,"JE-15475",1,10,587,93,3,40.2,0,20.9,19.296,"Low Value"
"CA-2016-161746",2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,4,"CS-11950",1,10,322,1116,3,12.39,0,6.69,5.6994,"Low Value"
"CA-2016-161746",2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,4,"CS-11950",1,10,322,945,3,340.92,0,337.51,3.4091999999999842,"Low Value"
"CA-2016-112340",2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,4,"NM-18520",1,10,492,1341,3,22.919999999999998,0,11.69,11.230799999999999,"Low Value"
"CA-2016-144729",2016-10-21 00:00:00.000,2016-10-25 00:00:00.000,4,"JE-15745",1,10,527,1194,3,154.44,0,152.9,1.5444000000000031,"Low Value"
"CA-2016-145583",2016-10-13 00:00:00.000,2016-10-19 00:00:00.000,4,"LC-16885",1,10,503,1124,3,20.04,0,10.42,9.6192,"Low Value"
"CA-2016-108616",2016-09-29 00:00:00.000,2016-10-03 00:00:00.000,4,"JK-15730",1,10,371,1879,3,209.96999999999997,0,138.58,71.3898,"Low Value"
"CA-2016-108616",2016-09-29 00:00:00.000,2016-10-03 00:00:00.000,4,"JK-15730",1,10,371,1029,3,62.94,0,32.73,30.211199999999998,"Low Value"
"CA-2016-154235",2016-09-24 00:00:00.000,2016-09-28 00:00:00.000,4,"RD-19900",1,10,48,350,3,127.94999999999999,0,106.2,21.751499999999986,"Low Value"
"CA-2016-120355",2016-09-18 00:00:00.000,2016-09-25 00:00:00.000,4,"MM-17260",1,10,396,325,3,60.72,0,34.61,26.1096,"Low Value"
"US-2016-152415",2016-09-17 00:00:00.000,2016-09-22 00:00:00.000,4,"PO-18865",1,10,345,17,3,191.82,0,130.44,61.3824,"Low Value"
"US-2016-152415",2016-09-17 00:00:00.000,2016-09-22 00:00:00.000,4,"PO-18865",1,10,345,206,3,14.82,0,8.6,6.224400000000001,"Low Value"
"CA-2016-105732",2016-09-13 00:00:00.000,2016-09-18 00:00:00.000,4,"AG-10270",1,10,422,599,3,17.64,0,9,8.6436,"Low Value"
"CA-2016-105732",2016-09-13 00:00:00.000,2016-09-18 00:00:00.000,4,"AG-10270",1,10,422,1340,3,17.61,0,9.16,8.4528,"Low Value"
"CA-2016-105732",2016-09-13 00:00:00.000,2016-09-18 00:00:00.000,4,"AG-10270",1,10,422,612,3,40.74,0,40.33,0.4073999999999991,"Low Value"
"CA-2016-105732",2016-09-13 00:00:00.000,2016-09-18 00:00:00.000,4,"AG-10270",1,10,422,1851,3,29.97,0,29.67,0.29969999999999963,"Low Value"
"CA-2016-153178",2016-09-14 00:00:00.000,2016-09-18 00:00:00.000,4,"CL-12565",1,10,318,1724,3,437.84999999999997,0,306.5,131.35499999999996,"Low Value"
"CA-2016-116561",2016-09-11 00:00:00.000,2016-09-17 00:00:00.000,4,"EB-14110",1,10,532,1149,3,332.94,0,326.28,6.6587999999999994,"Low Value"
"CA-2016-128811",2016-09-12 00:00:00.000,2016-09-16 00:00:00.000,4,"SF-20200",1,10,544,1252,3,10.47,0,5.65,4.8162,"Low Value"
"CA-2016-128811",2016-09-12 00:00:00.000,2016-09-16 00:00:00.000,4,"SF-20200",1,10,544,668,3,11.07,0,5.87,5.2029,"Low Value"
"CA-2016-131205",2016-09-04 00:00:00.000,2016-09-08 00:00:00.000,4,"AA-10645",1,10,203,792,3,5.28,0,2.75,2.5343999999999998,"Low Value"
"CA-2016-131205",2016-09-04 00:00:00.000,2016-09-08 00:00:00.000,4,"AA-10645",1,10,203,110,3,42.599999999999994,0,25.99,16.614,"Low Value"
"CA-2016-151561",2016-09-01 00:00:00.000,2016-09-07 00:00:00.000,4,"PG-18820",1,10,399,1027,3,10.95,0,7.66,3.2849999999999993,"Low Value"
"CA-2016-151561",2016-09-01 00:00:00.000,2016-09-07 00:00:00.000,4,"PG-18820",1,10,399,17,3,191.82,0,130.44,61.3824,"Low Value"
"CA-2016-126732",2016-09-02 00:00:00.000,2016-09-06 00:00:00.000,4,"LR-16915",1,10,323,733,3,23.669999999999998,0,22.72,0.946799999999997,"Low Value"
"CA-2016-114601",2016-08-26 00:00:00.000,2016-09-02 00:00:00.000,4,"AA-10480",1,10,150,1286,3,8.64,0,6.13,2.5056,"Low Value"
"CA-2016-114601",2016-08-26 00:00:00.000,2016-09-02 00:00:00.000,4,"AA-10480",1,10,150,1716,3,209.96999999999997,0,151.18,58.7916,"Low Value"
"CA-2016-114601",2016-08-26 00:00:00.000,2016-09-02 00:00:00.000,4,"AA-10480",1,10,150,1883,3,479.97,0,316.78,163.1898,"Low Value"
"CA-2016-163174",2016-08-26 00:00:00.000,2016-08-30 00:00:00.000,4,"XP-21865",1,10,23,43,3,186.54,0,145.5,41.0388,"Low Value"
"CA-2016-167241",2016-08-15 00:00:00.000,2016-08-22 00:00:00.000,4,"BD-11320",1,10,325,425,3,17.94,0,14.89,3.0497999999999985,"Low Value"
"CA-2016-167241",2016-08-15 00:00:00.000,2016-08-22 00:00:00.000,4,"BD-11320",1,10,325,227,3,312.03000000000003,0,268.35,43.684200000000018,"Low Value"
"CA-2016-150343",2016-08-16 00:00:00.000,2016-08-20 00:00:00.000,4,"PK-19075",1,10,530,1137,3,10.86,0,5.76,5.1042000000000005,"Low Value"
"CA-2016-136021",2016-08-14 00:00:00.000,2016-08-18 00:00:00.000,4,"JM-15580",1,10,322,783,3,15.54,0,7.93,7.6145999999999994,"Low Value"
"CA-2016-133550",2016-07-31 00:00:00.000,2016-08-06 00:00:00.000,4,"KL-16645",1,10,149,97,3,272.94,0,242.92,30.023400000000009,"Low Value"
"CA-2016-140046",2016-07-28 00:00:00.000,2016-08-03 00:00:00.000,4,"KM-16660",1,10,327,814,3,18.9,0,10.21,8.6939999999999991,"Low Value"
"CA-2016-121671",2016-07-17 00:00:00.000,2016-07-22 00:00:00.000,4,"AA-10480",1,10,561,743,3,21.93,0,11.84,10.087799999999998,"Low Value"
"CA-2016-121671",2016-07-17 00:00:00.000,2016-07-22 00:00:00.000,4,"AA-10480",1,10,561,1474,3,242.94,0,238.08,4.8588000000000164,"Low Value"
"CA-2016-114951",2016-06-26 00:00:00.000,2016-07-03 00:00:00.000,4,"DN-13690",1,10,529,229,3,22.14,0,15.72,6.4205999999999976,"Low Value"
"CA-2016-118913",2016-06-25 00:00:00.000,2016-06-29 00:00:00.000,4,"AS-10240",1,10,326,779,3,60.81,0,43.78,17.0268,"Low Value"
"CA-2016-140501",2016-06-23 00:00:00.000,2016-06-28 00:00:00.000,4,"IM-15070",1,10,397,438,3,146.73,0,77.77,68.9631,"Low Value"
"CA-2016-169194",2016-06-20 00:00:00.000,2016-06-25 00:00:00.000,4,"LH-16900",1,10,152,1544,3,45,0,40.05,4.9500000000000011,"Low Value"
